seed,run_id,alpha,threshold,auc,ap,precision,recall,f1,test_benign_fpr,tp,fp,tn,fn,recall_family_Bot,recall_family_DDoS,recall_family_PortScan
4,formal_tcn_wgan_gp_seed4,0.35,0.306925892829895,0.9508247834794382,0.937176854544294,0.9258177570093458,0.683116043529792,0.7861615723231447,0.04010262482731399,12680,1016,24319,5882,0.0,0.3415054823210546,0.9622220064096338
4,formal_tcn_wgan_gp_seed4,0.4,0.31824296712875366,0.950001285436502,0.935846802183267,0.9356404635139367,0.6437883848723198,0.7627497287291761,0.03244523386619302,11950,822,24513,6612,0.0,0.2520635702845879,0.9618335437506069
4,formal_tcn_wgan_gp_seed4,0.45,0.32916563749313354,0.9494573044445461,0.9350962989921101,0.9331839309428951,0.605699816830083,0.734596537079386,0.03177422537990922,11243,805,24530,7319,0.0,0.16533201921892324,0.9615421967563368
4,formal_tcn_wgan_gp_seed4,0.5,0.3403039574623108,0.9489630291237807,0.9344949195010419,0.9305830677805529,0.5821032216355996,0.7162032280515693,0.03181369646733768,10805,806,24529,7757,0.0,0.11149439448071947,0.9614450810915801
4,formal_tcn_wgan_gp_seed4,0.55,0.3532440662384033,0.9481845479389881,0.9335606679035287,0.9291707144749625,0.5668031462126926,0.7040990463443199,0.03165581211762384,10521,802,24533,8041,0.0,0.07662929653812985,0.9613479654268233
4,formal_tcn_wgan_gp_seed4,0.6,0.36586788296699524,0.9469106580378047,0.9320095753096174,0.9283665052895822,0.5578601443809934,0.6969309462915602,0.03153739885533847,10355,799,24536,8207,0.0,0.05617839103116915,0.9613479654268233
4,formal_tcn_wgan_gp_seed4,0.65,0.3788115084171295,0.9452513030487896,0.9299866247700447,0.9277239380490897,0.551826311819847,0.6920244569807114,0.03149792776791001,10243,798,24537,8319,0.0,0.0425033879512135,0.9612508497620667
4,formal_tcn_wgan_gp_seed4,0.7,0.3902412950992584,0.9433223742694782,0.9277044562652237,0.92712219088345,0.5489710160543045,0.6896084999830813,0.03161634103019538,10190,801,24534,8372,0.0,0.03597388197609955,0.9612508497620667
4,formal_tcn_wgan_gp_seed4,0.75,0.400429904460907,0.9410920430587417,0.9251703990016077,0.9265443927365635,0.547031569873936,0.687917075979811,0.03177422537990922,10154,805,24530,8408,0.0,0.03153874584205987,0.9612508497620667
4,formal_tcn_wgan_gp_seed4,0.8,0.4104858636856079,0.9385671161696706,0.9224286251398616,0.9261155815654718,0.5456308587436699,0.6866906230930911,0.03189263864219459,10128,808,24527,8434,0.0,0.02821239374153012,0.9613479654268233
4,formal_tcn_wgan_gp_seed4,0.85,0.4206787347793579,0.9355672305937205,0.9193573265379258,0.9256954612005857,0.544984376683547,0.6860630722278739,0.03205052299190843,10116,812,24523,8446,0.0,0.026734015030183564,0.9613479654268233
4,formal_tcn_wgan_gp_seed4,0.9,0.43020737171173096,0.9316252678497744,0.9155896458997816,0.9255494505494506,0.544499515138455,0.6856386947968253,0.03208999407933689,10107,813,24522,8455,0.0,0.025748429222619194,0.9612508497620667
4,formal_tcn_wgan_gp_seed4,0.95,0.43991345167160034,0.9241799643424805,0.9091467383005749,0.9254100613946669,0.5440685270983731,0.6852586938083122,0.03212946516676535,10099,814,24521,8463,0.0,0.02463964518910928,0.9613479654268233
4,formal_tcn_wgan_gp_seed4,1.0,0.45166292786598206,0.9009140708132403,0.8923796708027448,0.9253758709204254,0.5437991595733218,0.6850356294536817,0.03212946516676535,10094,814,24521,8468,0.0,0.024023654059381543,0.9613479654268233
