seed,run_id,calibration_fraction,repeat_id,sample_size,target_fpr,threshold,calibration_empirical_fpr,test_benign_fpr,abs_test_fpr_minus_target_fpr,precision,recall,f1,tp,fp,tn,fn
3,formal_tcn_wgan_gp_seed3,0.1,9,1659,0.01,0.28090789914131165,0.010247136829415311,0.01701203868166568,0.007012038681665679,0.8594259621656882,0.14195668570197176,0.24366561864250044,2635,431,24904,15927
3,formal_tcn_wgan_gp_seed3,0.1,10,1659,0.01,0.28046727180480957,0.010247136829415311,0.017130451943951054,0.007130451943951054,0.8588617886178862,0.14227992673203319,0.24411887045339004,2641,434,24901,15921
3,formal_tcn_wgan_gp_seed3,0.1,11,1659,0.01,0.2935793101787567,0.010247136829415311,0.012749161239392145,0.002749161239392145,0.8819012797074954,0.12994289408468915,0.22651077616565712,2412,323,25012,16150
3,formal_tcn_wgan_gp_seed3,0.1,12,1659,0.01,0.2819735109806061,0.010247136829415311,0.01673574106966647,0.006735741069666469,0.8603885413236747,0.14077146859174658,0.24195564609472664,2613,424,24911,15949
3,formal_tcn_wgan_gp_seed3,0.1,13,1659,0.01,0.280384361743927,0.010247136829415311,0.017130451943951054,0.007130451943951054,0.8589076723016905,0.14233380023704342,0.24420001848599687,2642,434,24901,15920
3,formal_tcn_wgan_gp_seed3,0.1,14,1659,0.01,0.29245418310165405,0.010247136829415311,0.013104401026248273,0.0031044010262482723,0.8799710773680405,0.13112811119491435,0.2282445611402851,2434,332,25003,16128
3,formal_tcn_wgan_gp_seed3,0.1,15,1659,0.01,0.2832152843475342,0.010247136829415311,0.016301559107953424,0.006301559107953424,0.8627906976744186,0.1399094925115828,0.24077507880585944,2597,413,24922,15965
3,formal_tcn_wgan_gp_seed3,0.1,16,1659,0.01,0.277400940656662,0.010247136829415311,0.018196171304519438,0.008196171304519438,0.8534181240063593,0.14459648744747333,0.2472934997926936,2684,461,24874,15878
3,formal_tcn_wgan_gp_seed3,0.1,17,1659,0.01,0.288442999124527,0.010247136829415311,0.014446417998815868,0.004446417998815868,0.8725626740947076,0.13500700355565132,0.23383409536250813,2506,366,24969,16056
3,formal_tcn_wgan_gp_seed3,0.1,18,1659,0.01,0.29192548990249634,0.010247136829415311,0.013301756463390567,0.0033017564633905667,0.8790380473797559,0.13193621377006787,0.22943601274124037,2449,337,24998,16113
3,formal_tcn_wgan_gp_seed3,0.1,19,1659,0.01,0.2725137174129486,0.010247136829415311,0.020643378725083875,0.010643378725083875,0.8392253304641869,0.1470746686779442,0.2502865001146001,2730,523,24812,15832
