time_step,feature_index,feature_name,abs_ig_attribution
71,35,Bwd Header Length,1.9022084529751737e-07
71,36,Fwd Packets/s,1.3951047549198847e-05
71,37,Bwd Packets/s,4.163203811913263e-06
71,38,Min Packet Length,1.3064692211628426e-05
71,39,Max Packet Length,1.7446956917410716e-05
71,40,Packet Length Mean,7.930450919957366e-06
71,41,Packet Length Std,8.263300514954608e-07
71,42,Packet Length Variance,9.565232176100835e-06
71,43,FIN Flag Count,1.0524502613407094e-05
71,44,SYN Flag Count,8.189749496523291e-05
71,45,RST Flag Count,4.328850593537936e-07
71,46,PSH Flag Count,0.0003662253147922456
71,47,ACK Flag Count,0.0004429797118064016
71,48,URG Flag Count,4.773920954903588e-05
71,49,CWE Flag Count,0.0
71,50,ECE Flag Count,8.91810358893963e-08
71,51,Down/Up Ratio,1.8744636690826155e-05
71,52,Average Packet Size,3.197622936568223e-05
71,53,Avg Fwd Segment Size,3.1480606139666634e-06
71,54,Avg Bwd Segment Size,4.064868335262872e-05
71,55,Fwd Header Length.1,2.8276145869199354e-08
71,56,Fwd Avg Bytes/Bulk,0.0
71,57,Fwd Avg Packets/Bulk,0.0
71,58,Fwd Avg Bulk Rate,0.0
71,59,Bwd Avg Bytes/Bulk,0.0
71,60,Bwd Avg Packets/Bulk,0.0
71,61,Bwd Avg Bulk Rate,0.0
71,62,Subflow Fwd Packets,1.520740653404573e-07
71,63,Subflow Fwd Bytes,1.3537491838633287e-07
71,64,Subflow Bwd Packets,2.588240022305399e-07
71,65,Subflow Bwd Bytes,1.7209085001468338e-07
71,66,Init_Win_bytes_forward,6.758947165508289e-06
71,67,Init_Win_bytes_backward,1.267124116566265e-05
71,68,act_data_pkt_fwd,6.439714894668214e-08
71,69,min_seg_size_forward,6.740017398365605e-12
71,70,Active Mean,1.0117292958966573e-06
71,71,Active Std,8.85715166987211e-07
71,72,Active Max,4.075284323334927e-06
71,73,Active Min,4.884869326815533e-07
71,74,Idle Mean,7.044244557619095e-05
71,75,Idle Std,6.232338819245342e-06
71,76,Idle Max,1.252595757250674e-05
71,77,Idle Min,0.00013968169514555484
72,0,Destination Port,3.157076207571663e-06
72,1,Flow Duration,8.583578164689243e-05
72,2,Total Fwd Packets,1.8574650084701716e-07
72,3,Total Backward Packets,1.6195870955471037e-07
72,4,Total Length of Fwd Packets,1.4043021678844525e-07
72,5,Total Length of Bwd Packets,1.200121459987713e-07
72,6,Fwd Packet Length Max,8.725216503080446e-06
72,7,Fwd Packet Length Min,1.1165852811245713e-05
72,8,Fwd Packet Length Mean,1.8794546122080646e-05
72,9,Fwd Packet Length Std,5.809501544717932e-06
72,10,Bwd Packet Length Max,0.0001728583301883191
72,11,Bwd Packet Length Min,3.068997784794192e-06
72,12,Bwd Packet Length Mean,0.0004733608802780509
72,13,Bwd Packet Length Std,0.00036457390524446964
72,14,Flow Bytes/s,5.637365916300041e-07
72,15,Flow Packets/s,1.1301869562885258e-05
72,16,Flow IAT Mean,1.846108352765441e-05
72,17,Flow IAT Std,8.782099939708132e-06
72,18,Flow IAT Max,3.1130799470702186e-05
72,19,Flow IAT Min,1.6565838905080454e-06
72,20,Fwd IAT Total,8.604439062764868e-05
72,21,Fwd IAT Mean,3.836639371002093e-05
72,22,Fwd IAT Std,2.2106603864813223e-05
72,23,Fwd IAT Max,4.793578773387708e-05
72,24,Fwd IAT Min,7.808193345226755e-07
72,25,Bwd IAT Total,2.5364441171404906e-05
72,26,Bwd IAT Mean,1.4533076864609029e-05
72,27,Bwd IAT Std,3.103152266703546e-06
72,28,Bwd IAT Max,5.6407869124086574e-05
72,29,Bwd IAT Min,4.5987121666257735e-06
72,30,Fwd PSH Flags,2.3521241018897854e-05
72,31,Bwd PSH Flags,0.0
72,32,Fwd URG Flags,0.0
72,33,Bwd URG Flags,0.0
72,34,Fwd Header Length,7.977910598810922e-08
72,35,Bwd Header Length,1.8506707988308335e-07
72,36,Fwd Packets/s,1.2081254681106657e-05
72,37,Bwd Packets/s,6.810455943195848e-06
72,38,Min Packet Length,2.7463745936984196e-05
72,39,Max Packet Length,0.0004280816938262433
72,40,Packet Length Mean,0.0001099815999623388
72,41,Packet Length Std,5.990165664115921e-05
72,42,Packet Length Variance,0.00023557155509479344
72,43,FIN Flag Count,1.471610721637262e-05
72,44,SYN Flag Count,8.666227950016037e-05
72,45,RST Flag Count,3.2653721859787765e-07
72,46,PSH Flag Count,0.00037676855572499335
72,47,ACK Flag Count,0.00035728764487430453
72,48,URG Flag Count,0.00016828432853799313
72,49,CWE Flag Count,0.0
72,50,ECE Flag Count,5.445963324746117e-07
72,51,Down/Up Ratio,7.121839644241845e-06
72,52,Average Packet Size,0.0003027616476174444
72,53,Avg Fwd Segment Size,2.3265283743967302e-06
72,54,Avg Bwd Segment Size,5.964367665001191e-05
72,55,Fwd Header Length.1,4.617849924670736e-08
72,56,Fwd Avg Bytes/Bulk,0.0
72,57,Fwd Avg Packets/Bulk,0.0
72,58,Fwd Avg Bulk Rate,0.0
72,59,Bwd Avg Bytes/Bulk,0.0
72,60,Bwd Avg Packets/Bulk,0.0
72,61,Bwd Avg Bulk Rate,0.0
72,62,Subflow Fwd Packets,1.327505998460765e-07
72,63,Subflow Fwd Bytes,1.0364864522216521e-08
72,64,Subflow Bwd Packets,2.0250178067726665e-07
72,65,Subflow Bwd Bytes,8.965383813119843e-08
72,66,Init_Win_bytes_forward,1.6188121662708e-05
72,67,Init_Win_bytes_backward,1.8177137462771498e-05
72,68,act_data_pkt_fwd,4.9293412018869276e-08
72,69,min_seg_size_forward,6.5412382177498785e-09
72,70,Active Mean,1.058030875356053e-06
72,71,Active Std,2.8578961419611915e-08
72,72,Active Max,6.935391866136342e-06
72,73,Active Min,1.7311683109255682e-07
72,74,Idle Mean,8.039086424105335e-06
72,75,Idle Std,4.6735758587601595e-06
72,76,Idle Max,1.1721046575985383e-05
72,77,Idle Min,4.814678322873078e-05
73,0,Destination Port,9.897876589093357e-05
73,1,Flow Duration,1.073323073796928e-05
73,2,Total Fwd Packets,9.818581503395762e-08
73,3,Total Backward Packets,1.9870920198172826e-07
73,4,Total Length of Fwd Packets,2.926050797213975e-07
73,5,Total Length of Bwd Packets,1.4378773016687774e-07
73,6,Fwd Packet Length Max,1.7719763491186313e-05
73,7,Fwd Packet Length Min,5.937302830716362e-06
73,8,Fwd Packet Length Mean,8.61108310346026e-06
73,9,Fwd Packet Length Std,3.84674876841018e-06
73,10,Bwd Packet Length Max,3.741400178114418e-06
73,11,Bwd Packet Length Min,1.0573005056357943e-05
73,12,Bwd Packet Length Mean,5.8149595133727416e-05
73,13,Bwd Packet Length Std,7.65087315812707e-06
73,14,Flow Bytes/s,1.229786676049116e-06
73,15,Flow Packets/s,1.4000494957144838e-05
73,16,Flow IAT Mean,4.4640906708082184e-05
73,17,Flow IAT Std,1.525494644738501e-05
73,18,Flow IAT Max,3.554221984813921e-05
73,19,Flow IAT Min,1.2560259392557782e-06
73,20,Fwd IAT Total,4.287025603844086e-06
73,21,Fwd IAT Mean,2.3769778636051342e-05
73,22,Fwd IAT Std,1.8705386537476443e-05
73,23,Fwd IAT Max,5.056819281890057e-05
73,24,Fwd IAT Min,1.7473164916737005e-05
73,25,Bwd IAT Total,8.540453563909978e-05
73,26,Bwd IAT Mean,1.249463912245119e-05
73,27,Bwd IAT Std,1.2529756531876046e-05
73,28,Bwd IAT Max,2.0220186343067326e-05
73,29,Bwd IAT Min,6.37033190287184e-06
73,30,Fwd PSH Flags,1.7756890883902088e-05
73,31,Bwd PSH Flags,0.0
73,32,Fwd URG Flags,0.0
73,33,Bwd URG Flags,0.0
73,34,Fwd Header Length,1.3235124995958358e-08
73,35,Bwd Header Length,1.7417627873328456e-07
73,36,Fwd Packets/s,1.6567850252613425e-05
73,37,Bwd Packets/s,3.0343173875735374e-06
73,38,Min Packet Length,8.718167009647004e-06
73,39,Max Packet Length,9.412974577571731e-06
73,40,Packet Length Mean,3.3046940188796725e-06
73,41,Packet Length Std,2.771574372673058e-06
73,42,Packet Length Variance,5.551963567995699e-06
73,43,FIN Flag Count,1.3990667866892181e-05
73,44,SYN Flag Count,8.99836522876285e-05
73,45,RST Flag Count,2.021102432081534e-07
73,46,PSH Flag Count,0.00044153680210001767
73,47,ACK Flag Count,0.0003181996289640665
73,48,URG Flag Count,4.9747257435228676e-05
73,49,CWE Flag Count,0.0
73,50,ECE Flag Count,1.5160919986101362e-07
73,51,Down/Up Ratio,7.651682608411647e-06
73,52,Average Packet Size,4.072647061548196e-05
73,53,Avg Fwd Segment Size,9.801508440432372e-07
73,54,Avg Bwd Segment Size,4.045501191285439e-05
73,55,Fwd Header Length.1,6.432379251464226e-08
73,56,Fwd Avg Bytes/Bulk,0.0
73,57,Fwd Avg Packets/Bulk,0.0
73,58,Fwd Avg Bulk Rate,0.0
73,59,Bwd Avg Bytes/Bulk,0.0
73,60,Bwd Avg Packets/Bulk,0.0
73,61,Bwd Avg Bulk Rate,0.0
73,62,Subflow Fwd Packets,9.595466821110676e-08
73,63,Subflow Fwd Bytes,5.842984407422591e-08
73,64,Subflow Bwd Packets,1.9469619871870236e-07
73,65,Subflow Bwd Bytes,1.166028340549019e-07
73,66,Init_Win_bytes_forward,7.901495337137021e-06
73,67,Init_Win_bytes_backward,1.6051795910243527e-06
73,68,act_data_pkt_fwd,4.078462012557793e-09
73,69,min_seg_size_forward,8.288695250990852e-12
73,70,Active Mean,7.604268148497795e-07
73,71,Active Std,7.383737852251215e-07
73,72,Active Max,4.59730472357478e-06
73,73,Active Min,1.3837269818850473e-07
73,74,Idle Mean,5.267385859042406e-05
73,75,Idle Std,5.783142114523798e-06
73,76,Idle Max,4.572018588078208e-05
73,77,Idle Min,0.0001439908955944702
74,0,Destination Port,0.00012078094005119056
74,1,Flow Duration,0.0001427141105523333
74,2,Total Fwd Packets,1.4836216166713712e-07
74,3,Total Backward Packets,9.711133941436856e-08
74,4,Total Length of Fwd Packets,2.0756603191784961e-07
74,5,Total Length of Bwd Packets,4.2194436389308976e-08
74,6,Fwd Packet Length Max,9.605366358300671e-06
74,7,Fwd Packet Length Min,1.0272837243974209e-05
74,8,Fwd Packet Length Mean,1.7010392184602097e-05
74,9,Fwd Packet Length Std,5.950474246674275e-07
74,10,Bwd Packet Length Max,2.0055289496667683e-05
74,11,Bwd Packet Length Min,6.415181815100368e-06
74,12,Bwd Packet Length Mean,0.0003600695345085114
74,13,Bwd Packet Length Std,8.974862430477515e-05
74,14,Flow Bytes/s,5.321300022842479e-07
74,15,Flow Packets/s,1.1084509424108546e-05
74,16,Flow IAT Mean,2.0261333702364936e-05
74,17,Flow IAT Std,1.7645155821810476e-05
74,18,Flow IAT Max,9.08199308469193e-06
74,19,Flow IAT Min,1.4559338978870073e-06
74,20,Fwd IAT Total,8.99461010703817e-05
74,21,Fwd IAT Mean,4.032763172290288e-05
74,22,Fwd IAT Std,2.055163167824503e-05
74,23,Fwd IAT Max,4.14106143580284e-05
74,24,Fwd IAT Min,8.299063665617723e-06
74,25,Bwd IAT Total,5.6734792451607063e-05
74,26,Bwd IAT Mean,2.0096687876502983e-05
74,27,Bwd IAT Std,8.341278601164959e-08
74,28,Bwd IAT Max,4.124064798816107e-05
74,29,Bwd IAT Min,5.766686626884621e-06
74,30,Fwd PSH Flags,1.5929301298456267e-05
74,31,Bwd PSH Flags,0.0
74,32,Fwd URG Flags,0.0
74,33,Bwd URG Flags,0.0
74,34,Fwd Header Length,4.2719513260180975e-08
74,35,Bwd Header Length,1.3987336444643006e-07
74,36,Fwd Packets/s,2.4274326278828084e-05
74,37,Bwd Packets/s,5.652455911331344e-06
74,38,Min Packet Length,2.0506508008111268e-05
74,39,Max Packet Length,0.00010206489969277754
74,40,Packet Length Mean,0.0002802580129355192
74,41,Packet Length Std,1.839985270635225e-05
74,42,Packet Length Variance,0.0001426089438609779
74,43,FIN Flag Count,1.2369318028504495e-05
74,44,SYN Flag Count,5.1557748520281166e-05
74,45,RST Flag Count,2.2692732670748228e-07
74,46,PSH Flag Count,1.944502946571447e-05
74,47,ACK Flag Count,0.0002479128597769886
74,48,URG Flag Count,0.0001974739570869133
74,49,CWE Flag Count,0.0
74,50,ECE Flag Count,2.5076687393266184e-07
74,51,Down/Up Ratio,6.8813110374321695e-06
74,52,Average Packet Size,0.00024741768720559776
74,53,Avg Fwd Segment Size,2.7193650566914584e-06
74,54,Avg Bwd Segment Size,0.0005902680568397045
74,55,Fwd Header Length.1,3.88645560178702e-08
74,56,Fwd Avg Bytes/Bulk,0.0
74,57,Fwd Avg Packets/Bulk,0.0
74,58,Fwd Avg Bulk Rate,0.0
74,59,Bwd Avg Bytes/Bulk,0.0
74,60,Bwd Avg Packets/Bulk,0.0
74,61,Bwd Avg Bulk Rate,0.0
74,62,Subflow Fwd Packets,1.0467731925700718e-07
74,63,Subflow Fwd Bytes,1.168527532513508e-07
74,64,Subflow Bwd Packets,1.1308002711984955e-07
74,65,Subflow Bwd Bytes,3.04123837224779e-08
74,66,Init_Win_bytes_forward,1.0810498679347802e-05
74,67,Init_Win_bytes_backward,2.359799327678047e-05
74,68,act_data_pkt_fwd,5.396915270239333e-08
74,69,min_seg_size_forward,4.0872142476056084e-11
74,70,Active Mean,4.779388973474852e-07
74,71,Active Std,2.7779870492850023e-07
74,72,Active Max,7.208299393823836e-06
74,73,Active Min,1.5240857464959845e-07
74,74,Idle Mean,6.2273347793961875e-06
74,75,Idle Std,4.6481818571919575e-06
74,76,Idle Max,1.1185135008418001e-05
74,77,Idle Min,6.237505294848233e-05
75,0,Destination Port,0.0001726009650155902
75,1,Flow Duration,6.507953366963193e-05
75,2,Total Fwd Packets,8.072425572436259e-08
75,3,Total Backward Packets,2.6113117002068975e-08
75,4,Total Length of Fwd Packets,2.781660555228882e-07
75,5,Total Length of Bwd Packets,2.6869477309787726e-08
75,6,Fwd Packet Length Max,5.624260211334331e-06
75,7,Fwd Packet Length Min,1.461345254938351e-05
75,8,Fwd Packet Length Mean,1.866264756245073e-05
75,9,Fwd Packet Length Std,8.221633720495447e-07
75,10,Bwd Packet Length Max,3.905905759893358e-05
75,11,Bwd Packet Length Min,1.552507637825329e-05
75,12,Bwd Packet Length Mean,0.0005116758402436972
75,13,Bwd Packet Length Std,0.0004653007781598717
75,14,Flow Bytes/s,1.1061646318921703e-06
75,15,Flow Packets/s,1.4105266927799676e-05
75,16,Flow IAT Mean,1.5050031834107358e-05
75,17,Flow IAT Std,7.07512390363263e-06
75,18,Flow IAT Max,1.1949206054850947e-05
75,19,Flow IAT Min,1.2949798247063882e-06
75,20,Fwd IAT Total,7.86136370152235e-05
75,21,Fwd IAT Mean,3.540868783602491e-05
75,22,Fwd IAT Std,2.3850816432968713e-05
75,23,Fwd IAT Max,3.3527088817209005e-05
75,24,Fwd IAT Min,8.609320502728224e-06
75,25,Bwd IAT Total,7.591953180963174e-05
75,26,Bwd IAT Mean,6.775683687010314e-06
75,27,Bwd IAT Std,1.186142981168814e-06
75,28,Bwd IAT Max,3.480054874671623e-05
75,29,Bwd IAT Min,1.526086812475569e-08
75,30,Fwd PSH Flags,3.4147837141063064e-05
75,31,Bwd PSH Flags,0.0
75,32,Fwd URG Flags,0.0
75,33,Bwd URG Flags,0.0
75,34,Fwd Header Length,5.989103613046609e-08
75,35,Bwd Header Length,4.898963723576344e-08
75,36,Fwd Packets/s,2.206209501309786e-05
75,37,Bwd Packets/s,5.992673322907649e-06
75,38,Min Packet Length,2.3222026356961578e-05
75,39,Max Packet Length,0.0001882325450424105
75,40,Packet Length Mean,6.194807792780921e-05
75,41,Packet Length Std,0.00014879475929774344
75,42,Packet Length Variance,0.00011855881166411564
75,43,FIN Flag Count,1.465137756895274e-05
75,44,SYN Flag Count,7.726854528300464e-05
75,45,RST Flag Count,1.272697573995174e-07
75,46,PSH Flag Count,0.00016678326937835664
75,47,ACK Flag Count,0.0001994387712329626
75,48,URG Flag Count,0.0002549638447817415
75,49,CWE Flag Count,0.0
75,50,ECE Flag Count,2.000741403662687e-07
75,51,Down/Up Ratio,2.9936612918390892e-05
75,52,Average Packet Size,0.00017011213640216738
75,53,Avg Fwd Segment Size,2.356278173465398e-06
75,54,Avg Bwd Segment Size,0.0002388570283073932
75,55,Fwd Header Length.1,8.507338833396716e-08
75,56,Fwd Avg Bytes/Bulk,0.0
75,57,Fwd Avg Packets/Bulk,0.0
75,58,Fwd Avg Bulk Rate,0.0
75,59,Bwd Avg Bytes/Bulk,0.0
75,60,Bwd Avg Packets/Bulk,0.0
75,61,Bwd Avg Bulk Rate,0.0
75,62,Subflow Fwd Packets,5.348287501760751e-08
75,63,Subflow Fwd Bytes,4.512316209570599e-08
75,64,Subflow Bwd Packets,3.0666221562114515e-08
75,65,Subflow Bwd Bytes,1.8187751749110248e-08
75,66,Init_Win_bytes_forward,1.2186512321932241e-05
75,67,Init_Win_bytes_backward,6.947837846382754e-06
75,68,act_data_pkt_fwd,1.809051219936464e-08
75,69,min_seg_size_forward,2.590757469667082e-11
75,70,Active Mean,3.429537684951356e-07
75,71,Active Std,3.8896214960004727e-07
75,72,Active Max,7.279646069946466e-06
75,73,Active Min,1.3421460209883662e-07
75,74,Idle Mean,1.4266211110225413e-05
75,75,Idle Std,4.246349362801993e-06
75,76,Idle Max,6.8837102844554465e-06
75,77,Idle Min,3.226306944270618e-05
76,0,Destination Port,2.0653271349146962e-05
76,1,Flow Duration,3.032696622540243e-05
76,2,Total Fwd Packets,1.6929577384416916e-07
76,3,Total Backward Packets,2.6966063160216436e-07
76,4,Total Length of Fwd Packets,3.269341561917827e-07
76,5,Total Length of Bwd Packets,1.9004299645075662e-07
76,6,Fwd Packet Length Max,1.6185867934837006e-05
76,7,Fwd Packet Length Min,6.51334357826272e-06
76,8,Fwd Packet Length Mean,1.3684681107406504e-05
76,9,Fwd Packet Length Std,8.327930117957294e-06
76,10,Bwd Packet Length Max,9.702333045424893e-06
76,11,Bwd Packet Length Min,3.937095698347548e-06
76,12,Bwd Packet Length Mean,5.3094594477443025e-05
76,13,Bwd Packet Length Std,2.4038221454247832e-05
76,14,Flow Bytes/s,1.3890249874748406e-06
76,15,Flow Packets/s,1.2415950550348498e-05
76,16,Flow IAT Mean,4.50454062956851e-05
76,17,Flow IAT Std,1.4545915291819256e-05
76,18,Flow IAT Max,1.9061135390074924e-05
76,19,Flow IAT Min,1.229689473802864e-06
76,20,Fwd IAT Total,1.9589911971706897e-05
76,21,Fwd IAT Mean,1.719653300824575e-05
76,22,Fwd IAT Std,2.1311994714778848e-05
76,23,Fwd IAT Max,4.2018316889880225e-05
76,24,Fwd IAT Min,9.949827472155448e-06
76,25,Bwd IAT Total,0.00014436138735618442
76,26,Bwd IAT Mean,1.1190572877239902e-05
76,27,Bwd IAT Std,1.7355350792058744e-06
76,28,Bwd IAT Max,1.7000666048261337e-05
76,29,Bwd IAT Min,7.266024113050662e-06
76,30,Fwd PSH Flags,4.829286990570836e-05
76,31,Bwd PSH Flags,0.0
76,32,Fwd URG Flags,0.0
76,33,Bwd URG Flags,0.0
76,34,Fwd Header Length,1.7785632966393905e-09
76,35,Bwd Header Length,1.0965796093387326e-07
76,36,Fwd Packets/s,2.3850272555137053e-05
76,37,Bwd Packets/s,4.0542613533034455e-06
76,38,Min Packet Length,1.6133537428686395e-05
76,39,Max Packet Length,1.7762547940947115e-05
76,40,Packet Length Mean,3.9449123505619355e-06
76,41,Packet Length Std,1.329143105976982e-05
76,42,Packet Length Variance,7.26187818145263e-06
76,43,FIN Flag Count,2.3781167328706942e-05
76,44,SYN Flag Count,7.954797183629125e-05
76,45,RST Flag Count,4.906144113192568e-07
76,46,PSH Flag Count,0.0003974322462454438
76,47,ACK Flag Count,0.00026524392887949944
76,48,URG Flag Count,1.986844654311426e-05
76,49,CWE Flag Count,0.0
76,50,ECE Flag Count,3.041256775304646e-07
76,51,Down/Up Ratio,2.0899817172903568e-05
76,52,Average Packet Size,2.8749785997206345e-05
76,53,Avg Fwd Segment Size,6.205973932082998e-06
76,54,Avg Bwd Segment Size,5.524711014004424e-05
76,55,Fwd Header Length.1,9.124036637331301e-09
76,56,Fwd Avg Bytes/Bulk,0.0
76,57,Fwd Avg Packets/Bulk,0.0
76,58,Fwd Avg Bulk Rate,0.0
76,59,Bwd Avg Bytes/Bulk,0.0
76,60,Bwd Avg Packets/Bulk,0.0
76,61,Bwd Avg Bulk Rate,0.0
76,62,Subflow Fwd Packets,1.2112985814383137e-07
76,63,Subflow Fwd Bytes,1.4486118971035467e-07
76,64,Subflow Bwd Packets,2.577091322564229e-07
76,65,Subflow Bwd Bytes,1.5457743529623258e-07
76,66,Init_Win_bytes_forward,2.6874000468524173e-05
76,67,Init_Win_bytes_backward,2.772787047433667e-05
76,68,act_data_pkt_fwd,3.320817754115524e-08
76,69,min_seg_size_forward,1.2355845513400965e-11
76,70,Active Mean,1.1341718391122413e-06
76,71,Active Std,6.747362704118132e-07
76,72,Active Max,4.277921107131988e-06
76,73,Active Min,4.653990970382438e-07
76,74,Idle Mean,6.341879634419456e-05
76,75,Idle Std,6.402657618309604e-06
76,76,Idle Max,2.0230410882504657e-05
76,77,Idle Min,0.00012778080417774618
77,0,Destination Port,4.184931094641797e-05
77,1,Flow Duration,6.11441137152724e-05
77,2,Total Fwd Packets,9.73811609128461e-08
77,3,Total Backward Packets,7.717544292518141e-08
77,4,Total Length of Fwd Packets,1.8745538454822963e-07
77,5,Total Length of Bwd Packets,9.297176362110804e-09
77,6,Fwd Packet Length Max,5.083018550067209e-06
77,7,Fwd Packet Length Min,1.2065645023540128e-05
77,8,Fwd Packet Length Mean,1.749176408338826e-05
77,9,Fwd Packet Length Std,3.5870893952960614e-06
77,10,Bwd Packet Length Max,0.0001527058338979259
77,11,Bwd Packet Length Min,4.950393304170575e-06
77,12,Bwd Packet Length Mean,0.000313744560116902
77,13,Bwd Packet Length Std,0.0008965613087639213
77,14,Flow Bytes/s,1.339903064945247e-06
77,15,Flow Packets/s,9.348960702482145e-06
77,16,Flow IAT Mean,1.4575329259969294e-05
77,17,Flow IAT Std,6.986227617744589e-06
77,18,Flow IAT Max,2.314912126166746e-05
77,19,Flow IAT Min,1.7894058146339376e-06
77,20,Fwd IAT Total,8.382017404073849e-05
77,21,Fwd IAT Mean,3.727636794792488e-05
77,22,Fwd IAT Std,2.5599934815545566e-05
77,23,Fwd IAT Max,3.232301605748944e-05
77,24,Fwd IAT Min,2.558495680204942e-06
77,25,Bwd IAT Total,1.6208088709390722e-05
77,26,Bwd IAT Mean,9.985329597839154e-06
77,27,Bwd IAT Std,1.4236068182071904e-06
77,28,Bwd IAT Max,4.052479926031083e-05
77,29,Bwd IAT Min,3.364672465977492e-06
77,30,Fwd PSH Flags,3.921980533050373e-05
77,31,Bwd PSH Flags,0.0
77,32,Fwd URG Flags,0.0
77,33,Bwd URG Flags,0.0
77,34,Fwd Header Length,6.333086588483638e-08
77,35,Bwd Header Length,1.649579530749179e-07
77,36,Fwd Packets/s,1.5430890925927088e-05
77,37,Bwd Packets/s,7.925801583041903e-06
77,38,Min Packet Length,2.503432915546e-05
77,39,Max Packet Length,0.0004425784863997251
77,40,Packet Length Mean,1.1125705896120053e-05
77,41,Packet Length Std,4.807161894859746e-05
77,42,Packet Length Variance,0.0004947785055264831
77,43,FIN Flag Count,1.6176001736312173e-05
77,44,SYN Flag Count,7.767304487060755e-05
77,45,RST Flag Count,4.305496190681879e-07
77,46,PSH Flag Count,0.0007119528600014746
77,47,ACK Flag Count,0.00034919127938337624
77,48,URG Flag Count,0.0002183594333473593
77,49,CWE Flag Count,0.0
77,50,ECE Flag Count,3.5015804655813554e-07
77,51,Down/Up Ratio,8.865462405083235e-06
77,52,Average Packet Size,0.00019354755931999534
77,53,Avg Fwd Segment Size,3.2333869057765696e-06
77,54,Avg Bwd Segment Size,2.3037957362248562e-05
77,55,Fwd Header Length.1,3.15630543923362e-08
77,56,Fwd Avg Bytes/Bulk,0.0
77,57,Fwd Avg Packets/Bulk,0.0
77,58,Fwd Avg Bulk Rate,0.0
77,59,Bwd Avg Bytes/Bulk,0.0
77,60,Bwd Avg Packets/Bulk,0.0
77,61,Bwd Avg Bulk Rate,0.0
77,62,Subflow Fwd Packets,7.011369262954759e-08
77,63,Subflow Fwd Bytes,2.2186268822110833e-08
77,64,Subflow Bwd Packets,1.0564066599272337e-07
77,65,Subflow Bwd Bytes,6.478934277964754e-09
77,66,Init_Win_bytes_forward,1.6053758372436278e-05
77,67,Init_Win_bytes_backward,1.362965576845454e-05
77,68,act_data_pkt_fwd,1.5586879342777138e-08
77,69,min_seg_size_forward,7.842682059333583e-09
77,70,Active Mean,8.575925107834337e-07
77,71,Active Std,1.871492116833906e-07
77,72,Active Max,7.077365353325149e-06
77,73,Active Min,1.7851830236281785e-08
77,74,Idle Mean,8.02109843789367e-06
77,75,Idle Std,5.209594746702351e-06
77,76,Idle Max,1.4034372725291178e-05
77,77,Idle Min,2.895804755098652e-05
78,0,Destination Port,7.422606722684577e-05
78,1,Flow Duration,2.9570452170446515e-05
78,2,Total Fwd Packets,2.1449984899390984e-07
78,3,Total Backward Packets,3.0293477948362124e-07
78,4,Total Length of Fwd Packets,2.729090908815124e-07
78,5,Total Length of Bwd Packets,2.5061461883524316e-07
78,6,Fwd Packet Length Max,1.749940747686196e-05
78,7,Fwd Packet Length Min,3.300834578112699e-06
78,8,Fwd Packet Length Mean,7.425324383802945e-06
78,9,Fwd Packet Length Std,4.80856942886021e-06
78,10,Bwd Packet Length Max,2.7790053991338937e-06
78,11,Bwd Packet Length Min,1.7615184333408251e-06
78,12,Bwd Packet Length Mean,4.013411307823844e-05
78,13,Bwd Packet Length Std,1.9513719962560572e-05
78,14,Flow Bytes/s,1.4546327520292834e-06
78,15,Flow Packets/s,1.1499667380121537e-05
78,16,Flow IAT Mean,6.433872476918623e-05
78,17,Flow IAT Std,2.2729291231371462e-05
78,18,Flow IAT Max,4.09158892580308e-05
78,19,Flow IAT Min,1.241749828295724e-06
78,20,Fwd IAT Total,1.939712092280388e-05
78,21,Fwd IAT Mean,4.137127325520851e-05
78,22,Fwd IAT Std,1.0670309166016523e-05
78,23,Fwd IAT Max,3.832701258943416e-05
78,24,Fwd IAT Min,1.4162966181174852e-05
78,25,Bwd IAT Total,0.00013113654858898371
78,26,Bwd IAT Mean,1.0249154001940042e-05
78,27,Bwd IAT Std,9.12202631297987e-06
78,28,Bwd IAT Max,1.1112717402284034e-05
78,29,Bwd IAT Min,7.674275366298389e-06
78,30,Fwd PSH Flags,1.6039168258430436e-05
78,31,Bwd PSH Flags,0.0
78,32,Fwd URG Flags,0.0
78,33,Bwd URG Flags,0.0
78,34,Fwd Header Length,1.0446568055044736e-08
78,35,Bwd Header Length,1.8490445086172258e-07
78,36,Fwd Packets/s,1.552741196064744e-05
78,37,Bwd Packets/s,3.762125516004744e-06
78,38,Min Packet Length,1.0035258128482383e-05
78,39,Max Packet Length,1.8473658201401122e-05
78,40,Packet Length Mean,7.365593319264008e-06
78,41,Packet Length Std,1.3020475080338656e-06
78,42,Packet Length Variance,8.536674613424111e-06
78,43,FIN Flag Count,1.010077085084049e-05
78,44,SYN Flag Count,8.615609840489924e-05
78,45,RST Flag Count,5.838921879330883e-07
78,46,PSH Flag Count,0.00039372401079162955
78,47,ACK Flag Count,0.000524412258528173
78,48,URG Flag Count,3.059714799746871e-05
78,49,CWE Flag Count,0.0
78,50,ECE Flag Count,1.7619663594814483e-07
78,51,Down/Up Ratio,1.617282032384537e-05
78,52,Average Packet Size,3.945435310015455e-05
78,53,Avg Fwd Segment Size,5.77270884605241e-06
78,54,Avg Bwd Segment Size,3.506840221234597e-05
78,55,Fwd Header Length.1,2.3635038814973086e-08
78,56,Fwd Avg Bytes/Bulk,0.0
